"456766103,2025-04-09T06:51:15Z,1404/01/21 10:21,sameti_shakor,shakor_sa61,twit,#شاخص_بورس \nدلشون نمیاد فقط طلا بریزه  بورسم دارن قرمز میکنن\nی دستایی هست پول سکه و طلا تو بورس نیاد"
"456766086,2025-04-09T06:50:42Z,1404/01/21 10:20,مریجان باپلئون,morijoon,twit,#ستران سرمایه گذاری ملی چرا داره میخره"
"456766081,2025-04-09T06:50:39Z,1404/01/21 10:20,MOJTABA39,ttrm,twit,#کترام یه تابلو پر از فساد \n\nخدا ازت نگذره مهرابادی به خاک سیاه نشوندی سهمو"
"456766069,2025-04-09T06:50:27Z,1404/01/21 10:20,کیوان 99,kh1998,twit,#ونفت سرمایه گذاری عظیم غول های بزرگ نفتی جهان تحت تملک پادشاهی کویت در حوزه نفت ساحلی"
"456766065,2025-04-09T06:50:16Z,1404/01/21 10:20,سرمایه گذار,sarmayegozar,twit,#غشهداب مدیرعامل یه نگاه به تاریخچه ابن سهم بندازه ببینه چه بلایی سر این سهامداران بدبخت آوردید همه اقلام فقط در این چند هفته ۴۰ درصد افزایش قیمت داشته \nاون وقت ما از اصل پولمون ۶۰ درصد پریده"
"456766060,2025-04-09T06:50:06Z,1404/01/21 10:20,رزدط,mohamad1352,twit,#شاخص_بورس \nدامنه 3 درصد یعنی دولت عزمی برای رشد بورس ندارد ..."
"456766053,2025-04-09T06:49:58Z,1404/01/21 10:19,ronak,ronak1,twit,#وشهر کسی خبر داره کی حقها به سهم تبدیل میشن تو پرتفو میشینن؟"
"456765693,2025-04-09T06:42:17Z,1404/01/21 10:12,ع م,mal,retwit,#شتران ۱۰ اثر اقتصادی مذاکرات شنبه ایران و آمریکا\n۱\nکاهش نرخ ارز: انتظار می‌رود با اعلام خبر مذاکرات، نرخ دلار و سایر ارزهای خارجی کاهش یابد. در گذشته نیز اخبار مربوط به مذاکرات منجر به کاهش نرخ ارز شده است.\n\nافزایش ارزش ریال: تقویت ارزش ریال در برابر ارزهای خارجی می‌تواند قدرت خرید مردم را افزایش داده و تورم را کاهش دهد.​\n\nرونق بازار سرمایه: با افزایش امیدواری به بهبود روابط بین‌المللی، شاخص بورس ممکن است رشد قابل‌توجهی داشته باشد."
"456766041,2025-04-09T06:49:29Z,1404/01/21 10:19,R.H,rezy5741pr,twit,#دی دیروز خدمت دوستان با حجم بالای فروش حقوقی بانک عرض کردم که فردا کاملا منفی است \nاختیار سهم را شخصا خود بانک و حقوقی و مدیرعامل و هئیت مدیره آن بدون رعایت ضوابط\nو قوانین بلکه به کمک روابط بصورت  خارج از چارچوب و بدون رعایت  قوانین  قانون سرمایه گذاری در بورس اداره کرده  و در اختیار گرفتن امروز هم منفی کامل با حجم بالای  خرید  حقوقی بانک  برای برداشت وبهره برداری از سود نوسانگیری حتی به مقدار کم وجزئی هم باشد برای فردا \nبجایی میرسد و خواهد رسید که سهامدار متوجه میشود انحلال بهتر از این وضعیت بوده و هست  در این مورد اصلا شک نداشته باشید به قول یک عده که میگن  بماند به  یادگار  دقیق همین تحلیل بماند به یادگار"
"456766037,2025-04-09T06:49:19Z,1404/01/21 10:19,ممد الکی,t5c2536,twit,#شاخص_بورس \n\nسخنگوی وزارت امورخارجه امریکا \n\nواشنگتن در حال «همکاری دیپلماتیک» با تهران است و دیپلماسی بهترین گزینه است"
