"456978600,2025-04-20T06:45:39Z,1404/02/01 10:15,حسين,hoseinlashgar34,twit,#ذوب  فعلا حجم سه در صدش رو پر نکرده وقتی حجمو پر کرد اردرا کم میشه فقط الان دارن به حقیقی میفروشن  امروز وفردا روز حقوقیاس"
"456978597,2025-04-20T06:45:38Z,1404/02/01 10:15,راه موفقیت,namenik,twit,#شاخص_بورس  آخه این هم شد وضعیت بازار یک روز سمت راست و یک روز سمت چپ. مگه اینها شعار ازاد سازی و دستوری و و...اینها نمیدادن . جی شد نوبت به مدیریت خودشون که رسید برعکس شد ."
"456978594,2025-04-20T06:45:33Z,1404/02/01 10:15,vahid,vahidvakili,twit,#مادیرا حجم خوبی میخوره ، ولی چرا فروشنده زیاد داره در این بازار و وضعیت شاخص و بعد این همه منفی که خورده ؟؟ شاید کسایی که هر روز صف فروش منتظر بودن دارن خارج میشن"
"456978590,2025-04-20T06:45:32Z,1404/02/01 10:15,qwer26df,qwer26df,quote,#وبملت عکس میزارم"
"456978587,2025-04-20T06:45:29Z,1404/02/01 10:15,عارف,aref1313,twit,#خزامیا\nدر کنار دوست داشتنیمون ، سهم خوب غناب را بررسی کنید(غذایی و با برند روغن ناب)"
"456978580,2025-04-20T06:45:28Z,1404/02/01 10:15,Rango Unchained,amirhoseinmsnvi,twit,وتجارت با 14 میلیارد صف در مرحله مجاز محفوظ\nطبق نمودار در استانه سقف تاریخی  است که با این تقاضا نویدی بر شکست و ادامه روند را داره.\n\nاین متن رو یه بار دیگه بخونید! من در مورد #وتجارت حرف نمیزنم!!!\n#وبصادر 👀 💣"
"456978572,2025-04-20T06:45:26Z,1404/02/01 10:15,Iglesias,iglesias,quote,زنگ بزنید تیمارستان اینو ببرند"
"456978554,2025-04-20T06:44:57Z,1404/02/01 10:14,hesamebrahimi,hesam49,quote,الان آپدیت تحلیلت چیه؟"
"456978534,2025-04-20T06:44:42Z,1404/02/01 10:14,علی علی,rudsar,quote,تماس گرفتم و موضوع تخلف ناشر و ناظر  را منعکس کردم"
"456978523,2025-04-20T06:44:23Z,1404/02/01 10:14,آقا امین,beni1397,twit,#شکبیر \n\n\nدوستان عزیز بنده و کد هام سر خط شکبیر هستیم، لطفا اگه دارید یک مقدار بفروشید عزیزان\n\nسپاس از همتون"
