"456741936,2025-04-08T06:51:08Z,1404/01/20 10:21,mehdi-khaf,mehdi_khaf,twit,#خکار عرض کردم رو این قیمت ها بخرید...نوبتی هم باشه نوبت رشد سهام هست"
"456741924,2025-04-08T06:50:39Z,1404/01/20 10:20,vivi,vahidyari,twit,#نوری برآورد سود 26.6 همتی در 1403، بدون لحاظ کردن سود تسعیر ارز\n\n🟠تراز ارزی «پتروشیمی نوری» تماما شامل دلار بوده و در انتهای آذر 1403 خالص دارایی ارزی تقریبا 83.5 میلیون دلار محاسبه شده است. این رقم بر اساس دلار 54.400 تومانی وارد صورت های مالی 9 ماهه شده بود."
"456741918,2025-04-08T06:50:36Z,1404/01/20 10:20,mak43,makan43,twit,#انرژی سقف تاریخی چقدر هست؟"
"456741899,2025-04-08T06:50:08Z,1404/01/20 10:20,old trader,antisignal,twit,#دی حتی اگر ترامپ شخصا بیاد توی بانک دی با برات جون چایی بخوره این سهم جایی نمیره! تعصب چیو میکشین؟! توی ضررین؟ خب با سهم دیگه عوض کنید اونجا ضررتون جبران میشه. بانک دی تمام شد."
"456741422,2025-04-08T06:37:16Z,1404/01/20 10:07,ممد الکی,t5c2536,retwit,#شاخص_بورس \n\nسه مقام ایرانی هم خبرنگار نیویورک تایمز اعلام کردند، برنامه‌ ملاقات در عمان برای مذاکرات غیرمستقیم انجام شده و ایران به واشنگتن اعلام کرده در صورت نتیجه مثبت دور اول، آماده و مایل به برگزاری مذاکرات مستقیم است"
"456741891,2025-04-08T06:50:02Z,1404/01/20 10:20,ali,aliss71,twit,#بایکا\nمنفی ۳.. روی حمایت هم هست"
"456736875,2025-04-08T04:27:43Z,1404/01/20 07:57,تاتانکا‌ ایوتاکه,sittingbull,retwit-pull,آیا به نظر شما این یک شرمساری بزرگ نیست که ملت ایران ، تایید مذاکرات، چه مستقیم یا غیرمستقیم و تاریخ مذاکرات با امریکا را باید از دهان ترامپ بشنوند و مقامات ایران ، در نهایت نتوانند آنرا انکار کنند؟؟! \nملت ایران تا چه موقع باید نامحرم بمانند؟!\n #زاگرس #خودرو #شاخص_بورس"
"456741850,2025-04-08T06:49:02Z,1404/01/20 10:19,Tr,masoud_trs,quote,همونجوری الان دارن پس میدن"
"456741845,2025-04-08T06:48:55Z,1404/01/20 10:18,سعید,saeed_dba2020,twit,#ثفارس \nاين كارها اونم تو اين برهه زماني اونم بعد از يكسال تو سر سهم و سهامدار خرد زدن كارهاي حقيرانه و كثيفي هست.\nواقعا بايد تو لقمه اي كه خوردي شك كني"
"456741835,2025-04-08T06:48:24Z,1404/01/20 10:18,CLONEBourse,cloner98,quote,وملل زیان ده رو با حریل سود ساز مقایسه میکنی؟ این سهم پی بر ای پایان امسالش با این دست فرمون زیر ۵ میره . بعد تو گروه خودش طلاست . الانشو‌نبین باید ببرنش بالا. عقب موندگیش رو جبران میکنه انشالله . بازار متوجهش میشه . بنظر شرکت متحول شده . من که توی شرکت نیستم . اگر کسی از حسابداری یا حسابرسی داخلی یا مستقل شرکت هست و این پیامو‌میخونه لطفا جواب بدید و به بقیه کمک کنید . فقط لطفا اگر میگید خوبه یا بده الکی حرف نزنید و با اطمینان بنویسید"
