"457534795,2025-05-13T06:44:16Z,1404/02/23 10:14,Viktor Rosta,amirrr,twit,#شبندر خریدار خوبی داره توصیه میشه فروش نزنید"
"457534791,2025-05-13T06:44:09Z,1404/02/23 10:14,مهران احمدی,plmzaq,twit,#خودرو رو ۶۷خوب میخرن فردا خساپا منفی میشه وپول دوباره میاد رو خودرو"
"457534786,2025-05-13T06:44:04Z,1404/02/23 10:14,ZAGROS,zagros12345,twit,#خکار خودرو داره خالی میشه…سهام کوچک رو دو دستی بچسبید…خکار رو هرچی پول داری روش قمار کن….فقط بخر.نوبتی هم باشه نوبت سهام رشد نکرده هستش."
"457534780,2025-05-13T06:43:45Z,1404/02/23 10:13,سعید,saied4343,twit,#کرمان بعد از توافق قیمت انرژی واقعی میشه \n\nسوپر رشد در انتظار بورسه"
"457520482,2025-05-12T14:26:24Z,1404/02/22 17:56,درانی عرب,alidorraniarab,retwit,#ثاخت خبر نارنجستان همه جا پیچیده و به نظر قطعیییییییییییه \nماشاااااالا ثاخت"
"457531315,2025-05-13T05:36:20Z,1404/02/23 09:06,jaefar,sinajafari96,retwit,#ثاخت ماشالاااااا قدرت ثاختتتت"
"457531594,2025-05-13T05:43:42Z,1404/02/23 09:13,Mohammadsm,mohammadsm,retwit,#ثاخت \nخودرو منفی و کل بزرگا یکی یکی میریزه \nثاخت صف خرید!\n پس خبری هست"
"457534761,2025-05-13T06:43:30Z,1404/02/23 10:13,شارلوت,saeedpormand,twit,#شلرد این  کم جون بودن  معامله  بنظرم  قدرت اینو نداره از 620  تا 630 رو رد کنه .... البته تا الان ..مگر اتفاقی  بیلفته و  یهو  عدد و حجم معامله فرق کنه"
"457534756,2025-05-13T06:43:26Z,1404/02/23 10:13,momoland,momoland,twit,#وتجارت مزایده واگذاری سهام شرکت آرتا تجارت زرین  واچ خرید"
"457534741,2025-05-13T06:43:14Z,1404/02/23 10:13,Porya04122,porya02122,twit,#ذوب  صف خرید میشه"
