"456944719,2025-04-19T06:40:55Z,1404/01/31 10:10,ماهیگیر,aloo11,twit,#شاخص_بورس  یا سقف دامنه نوسان را بردارند یا حجم مبنا را بردارند ..."
"456944716,2025-04-19T06:40:55Z,1404/01/31 10:10,mtrader120,mtrader120,twit,سازمان بورسم کارش اینه معاملات رو باطل میکه و میگه اشکال نداره تخلفاتتون فردا انجام بدید. 2 میلیون رنج منفی امروز کشیده شد. ممنون که کدشونو نمیبندی ولی اگه یه شخص عادی  یه اردر بذاره سریع اخطار میدیدی و دسترسی بسته میشه\n#وآوا"
"456944708,2025-04-19T06:40:51Z,1404/01/31 10:10,کیومرث,molare2006,twit,#عیار \nعیار منفی هاشو در دوره قبل مذاکرات خورد\nبیش از این بعید هست منفی بشود\nچون این قیمت قیمت ناو هست"
"456944704,2025-04-19T06:40:46Z,1404/01/31 10:10,عباس,a_joghatayi,twit,#دزاگرس  \nدزاگرس سود انباشته و سود امسال سهم نزدیک هزارتومن به ازای هر سهمش میشه منهای تابلوش میشه 2تومن قیمت هر سهمش بعدش امسال با این افزایش نرخ ها و تغییر ارز مبنای دارویی ها حداقل 1200تومن سود میسازه !\nبمونه یادگاری دزاگرس ده هزار تومن میشه به امید خدا\nپیروز و موفق باشید."
"456944701,2025-04-19T06:40:44Z,1404/01/31 10:10,Aliwx,aliwx,twit,#ثغرب اونایی که شکایت کردین\nماهم شکایتو ثبت کردیم\nبه جایی رسیدیم؟\nایا اثر داشت؟\nسود براتون واریز شد؟"
"456868694,2025-04-14T13:49:48Z,1404/01/26 17:19,مسعود,masoudforozanfa,retwit,ريزش انس"
"456880296,2025-04-15T05:54:07Z,1404/01/27 09:24,مسعود,masoudforozanfa,retwit,#کالا چيكار داره ميكنه اين كالا"
"456944679,2025-04-19T06:40:03Z,1404/01/31 10:10,Hossein,hossein66385,twit,#بوعلی توی این بازار این چرا ریب میزنه"
"456944675,2025-04-19T06:40:01Z,1404/01/31 10:10,راباب,jffh686r6i8,twit,#خکاوه \nخیلی ظلم و بی عدالتی هست در این شرایط بازار\nاگر با\n محدودیت دامنه نوسان\nباز  بشه ؟"
"456944669,2025-04-19T06:39:58Z,1404/01/31 10:09,محمد,mahdyar.f10,quote,#دانا  \nبزرگواران اگر روزی گینسی یا جایی دیگر گفتند مطلبی شاذ بیان کنید، بفرمایید یک شرکت بیمه ای بود بنام دانا با سود سال ۱۴۰۳ بیش از ۵ همت انباشته داشت اما مارکتش ۴.۵ همت بود البته سایر اموال و املاک و ذخایر ارزی و ریالی دانا جای خود\n\nیا رزاق ارزقنا"
